Price,Year,Mileage,City,State,Vin,Make,Model,Year
10599,50000,33186,Chicago, IL,KMHD35LH3FU242270,Hyundai,Elantra,2015
13147,30000,39349,Victorville, CA,KMHD35LH9HU351710,Hyundai,Elantra,2017
13547,30000,34609,San Mateo, CA,KMHD35LH2HU348924,Hyundai,Elantra,2017
14747,30000,20201,Miami, FL,KMHD35LH8HU350290,Hyundai,Elantra,2017
14492,40000,7815,Homosassa, FL,KMHD35LH2GU337792,Hyundai,Elantra,2016
13547,30000,34709,Victorville, CA,KMHD35LH3HU350150,Hyundai,Elantra,2017
14047,30000,28697,Roselle, IL,KMHD35LH6HU357271,Hyundai,Elantra,2017
14747,30000,20335,Fairfield, CA,KMHD35LH3HU365800,Hyundai,Elantra,2017
13147,30000,39605,Victorville, CA,KMHD35LH8HU350192,Hyundai,Elantra,2017
14047,30000,28810,Tucson, AZ,KMHD35LH0HU348999,Hyundai,Elantra,2017
10991,40000,54546,Conway, AR,KMHD35LH9GU299445,Hyundai,Elantra,2016
14747,30000,20480,Fort Lauderdale, FL,KMHD35LHXHU352946,Hyundai,Elantra,2017
13900,30000,11078,Pinellas Park, FL,KMHD35LHXHU372145,Hyundai,Elantra,2017
13147,30000,39825,Miami, FL,KMHD35LH5HU348979,Hyundai,Elantra,2017
14747,30000,20563,Colorado Springs, CO,KMHD35LH3HU364825,Hyundai,Elantra,2017
13147,30000,39877,Redmond, OR,KMHD35LH4HU348925,Hyundai,Elantra,2017
14747,30000,20628,Tampa, FL,KMHD35LH6HU352071,Hyundai,Elantra,2017
14047,30000,29129,New York, NY,KMHD35LH1HU350311,Hyundai,Elantra,2017
14047,30000,29144,Fairfield, CA,KMHD35LH4HU348990,Hyundai,Elantra,2017
14747,30000,20724,Santa Clara, CA,KMHD35LH6HU365967,Hyundai,Elantra,2017
13547,30000,35187,San Mateo, CA,KMHD35LH9HU351688,Hyundai,Elantra,2017
11400,60000,33602,Norwood, MA,KMHD35LH4EU209325,Hyundai,Elantra,2014
12276,40000,32080,Madison, CT,KMHD35LH6GU281212,Hyundai,Elantra,2016
14747,30000,20871,Tampa, FL,KMHD35LH0HU356987,Hyundai,Elantra,2017
13988,40000,5488,Valencia, CA,KMHD35LH2GU323861,Hyundai,Elantra,2016
10990,70000,55825,Boardman, OH,KMHDH6AE8DU012303,Hyundai,Elantra,2013
14747,30000,20974,Vero Beach, FL,KMHD35LH6HU357318,Hyundai,Elantra,2017
14747,30000,21054,Nashville, TN,KMHD35LH8HU357255,Hyundai,Elantra,2017
14047,30000,29488,Jersey City, NJ,KMHD35LHXHU357242,Hyundai,Elantra,2017
8995,60000,44900,Naugatuck, CT,KMHD35LH8EU203589,Hyundai,Elantra,2014
14047,30000,29511,Sandy, UT,KMHD35LH1HU349109,Hyundai,Elantra,2017
14629,30000,6675,Highland Park, IL,KMHD35LH4HU377325,Hyundai,Elantra,2017
11892,60000,23014,New Port Richey, FL,KMHD35LH3EU228982,Hyundai,Elantra,2014
14047,30000,29579,San Mateo, CA,KMHD35LH4HU349041,Hyundai,Elantra,2017
13547,30000,35615,Tucson, AZ,KMHD35LH9HU348919,Hyundai,Elantra,2017
14047,30000,29622,Livermore, CA,KMHD35LH2HU348969,Hyundai,Elantra,2017
14047,30000,29662,West Palm Beach, FL,KMHD35LH5HU350232,Hyundai,Elantra,2017
14047,30000,29746,Victorville, CA,KMHD35LH2HU348972,Hyundai,Elantra,2017
13547,30000,35768,Colorado Springs, CO,KMHD35LH4HU350383,Hyundai,Elantra,2017
14747,30000,21319,Vero Beach, FL,KMHD35LH9HU350315,Hyundai,Elantra,2017
8386,70000,77798,Jacksonville, FL,KMHDH6AE3DU018400,Hyundai,Elantra,2013
14047,30000,29828,Fairfield, CA,KMHD35LH1HU350194,Hyundai,Elantra,2017
14047,30000,29959,Santa Clara, CA,KMHD35LH9HU349066,Hyundai,Elantra,2017
14800,30000,4563,Elmhurst, IL,KMHD35LH2HU377453,Hyundai,Elantra,2017
9995,60000,77040,Norman, OK,KMHDH6AH9EU028991,Hyundai,Elantra,2014
14747,30000,21619,Fort Lauderdale, FL,KMHD35LHXHU352574,Hyundai,Elantra,2017
15895,40000,8366,Fayetteville, AR,KMHD35LH2GU339493,Hyundai,Elantra,2016
13100,40000,24699,Rockland, MA,KMHD35LH9GU299381,Hyundai,Elantra,2016
14747,30000,21653,Tampa, FL,KMHD35LH3HU357258,Hyundai,Elantra,2017
14747,30000,21670,New Castle, DE,KMHD35LH8HU357112,Hyundai,Elantra,2017
9900,70000,69782,Hudson, NH,KMHDH6AE9DU012004,Hyundai,Elantra,2013
14747,30000,21680,Milwaukee, WI,KMHD35LH7HU356937,Hyundai,Elantra,2017
11790,40000,38893,Parma, OH,KMHD35LH8GU309933,Hyundai,Elantra,2016
14990,30000,14349,Duluth, GA,KMHD35LH3HU377056,Hyundai,Elantra,2017
14747,30000,21765,Miami, FL,KMHD35LH0HU352163,Hyundai,Elantra,2017
13700,60000,21020,Wayne, NJ,KMHDH6AH2EU024782,Hyundai,Elantra,2014
14747,30000,21794,Sarasota, FL,KMHD35LH1HU352155,Hyundai,Elantra,2017
14747,30000,21796,Vero Beach, FL,KMHD35LH3HU357583,Hyundai,Elantra,2017
9000,70000,74540,Louisville, KY,KMHDH6AEXDU008639,Hyundai,Elantra,2013
14747,30000,21960,New Castle, DE,KMHD35LH5HU357309,Hyundai,Elantra,2017
14747,30000,22032,Vero Beach, FL,KMHD35LH6HU357304,Hyundai,Elantra,2017
14747,30000,22142,Columbus, OH,KMHD35LH3HU350312,Hyundai,Elantra,2017
14747,30000,22164,New Castle, DE,KMHD35LH2HU356991,Hyundai,Elantra,2017
15800,40000,15,Bloomington, IN,KMHD35LH9GU333156,Hyundai,Elantra,2016
15800,40000,15,Bloomington, IN,KMHD35LHXGU335076,Hyundai,Elantra,2016
15800,40000,15,Bloomington, IN,KMHD35LH7GU334080,Hyundai,Elantra,2016
15347,30000,15112,Victorville, CA,KMHD35LHXHU364448,Hyundai,Elantra,2017
14747,30000,22360,Fairfield, CA,KMHD35LH0HU350185,Hyundai,Elantra,2017
13547,30000,36847,Livermore, CA,KMHD35LH9HU348922,Hyundai,Elantra,2017
12795,60000,34306,Maple Heights, OH,KMHDH6AH1EU025602,Hyundai,Elantra,2014
14747,30000,22412,Pensacola, FL,KMHD35LH8HU350211,Hyundai,Elantra,2017
14747,30000,22433,Miami, FL,KMHD35LH2HU357431,Hyundai,Elantra,2017
14747,30000,22495,Vero Beach, FL,KMHD35LH5HU357469,Hyundai,Elantra,2017
15347,30000,15299,New York, NY,KMHD35LH9HU376509,Hyundai,Elantra,2017
11695,60000,47694,Stone Mountain, GA,KMHDH6AH1EU029245,Hyundai,Elantra,2014
15347,30000,15467,Woburn, MA,KMHD35LH5HU376636,Hyundai,Elantra,2017
14747,30000,22758,North Little Rock, AR,KMHD35LH9HU357345,Hyundai,Elantra,2017
14747,30000,22763,Sarasota, FL,KMHD35LH6HU352149,Hyundai,Elantra,2017
13750,60000,36177,Philadelphia, PA,KMHDH6AH4EU024735,Hyundai,Elantra,2014
15347,30000,15566,Tucson, AZ,KMHD35LH5HU364907,Hyundai,Elantra,2017
14990,30000,15459,Duluth, GA,KMHD35LH4HU376207,Hyundai,Elantra,2017
14747,30000,22880,Victorville, CA,KMHD35LH6HU348943,Hyundai,Elantra,2017
14747,30000,22882,Tampa, FL,KMHD35LHXHU356933,Hyundai,Elantra,2017
11989,60000,63911,Indian Trail, NC,KMHDH6AHXEU026540,Hyundai,Elantra,2014
15347,30000,15677,Colorado Springs, CO,KMHD35LHXHU364854,Hyundai,Elantra,2017
14747,30000,22920,Jersey City, NJ,KMHD35LH2HU357574,Hyundai,Elantra,2017
10395,100000,87845,Arlington, TX,KMHDB8AE9AU066833,Hyundai,Elantra,2010
15347,30000,15749,Lakewood, WA,KMHD35LH4HU364509,Hyundai,Elantra,2017
13433,60000,34007,Statesville, NC,KMHDH6AH1EU027429,Hyundai,Elantra,2014
14747,30000,23135,Lawrenceville, GA,KMHD35LH7HU357487,Hyundai,Elantra,2017
14747,30000,23139,Fairfield, CA,KMHD35LH5HU364440,Hyundai,Elantra,2017
15347,30000,15918,Virginia Beach, VA,KMHD35LH2HU376657,Hyundai,Elantra,2017
14747,30000,23189,Miami, FL,KMHD35LH1HU357291,Hyundai,Elantra,2017
14747,30000,23210,Vero Beach, FL,KMHD35LH3HU350360,Hyundai,Elantra,2017
14747,30000,23215,Fairfield, CA,KMHD35LH6HU350126,Hyundai,Elantra,2017
15347,30000,15994,New Castle, DE,KMHD35LH3HU376554,Hyundai,Elantra,2017
12290,40000,32868,Haines CIty, FL,KMHD35LH6GU275751,Hyundai,Elantra,2016
14747,30000,23397,Vero Beach, FL,KMHD35LHXHU350291,Hyundai,Elantra,2017
14747,30000,23400,Tampa, FL,KMHD35LH6HU357352,Hyundai,Elantra,2017
14747,30000,23474,New Castle, DE,KMHD35LH4HU352456,Hyundai,Elantra,2017
10999,70000,48415,Spokane, WA,KMHDH6AE3DU007543,Hyundai,Elantra,2013
15347,30000,16262,Livermore, CA,KMHD35LH1HU364788,Hyundai,Elantra,2017
14747,30000,23509,Fort Lauderdale, FL,KMHD35LH7HU352600,Hyundai,Elantra,2017
10995,40000,40453,Marietta, GA,KMHD35LH0GU270366,Hyundai,Elantra,2016
14900,30000,5305,Elmhurst, IL,KMHD35LH1HU377265,Hyundai,Elantra,2017
14747,30000,23522,San Mateo, CA,KMHD35LH1HU348901,Hyundai,Elantra,2017
13900,60000,34211,Hickory, NC,KMHDH6AH7EU025975,Hyundai,Elantra,2014
14500,60000,42895,Centennial, CO,KMHDH6AH3EU026900,Hyundai,Elantra,2014
14991,40000,10,Scottsdale, AZ,KMHD35LH2GU340711,Hyundai,Elantra,2016
15347,30000,16417,Tucson, AZ,KMHD35LH5HU364714,Hyundai,Elantra,2017
15347,30000,16475,Tucson, AZ,KMHD35LH0HU364877,Hyundai,Elantra,2017
14747,30000,23714,Metairie, LA,KMHD35LH7HU356968,Hyundai,Elantra,2017
14747,30000,23725,Tampa, FL,KMHD35LH6HU357366,Hyundai,Elantra,2017
14747,30000,23732,Tampa, FL,KMHD35LH7HU352130,Hyundai,Elantra,2017
10995,70000,48790,Omaha, NE,KMHDH6AE2DU007078,Hyundai,Elantra,2013
14747,30000,23819,Lawrenceville, GA,KMHD35LH9HU357250,Hyundai,Elantra,2017
15347,30000,16606,West Chester, OH,KMHD35LH6HU376998,Hyundai,Elantra,2017
14747,30000,23866,Fort Lauderdale, FL,KMHD35LH3HU357390,Hyundai,Elantra,2017
15347,30000,16695,Jacksonville, FL,KMHD35LH6HU350353,Hyundai,Elantra,2017
15347,30000,16708,Manchester, CT,KMHD35LH8HU376601,Hyundai,Elantra,2017
12800,40000,28968,Nicholasville, KY,KMHD35LHXGU277518,Hyundai,Elantra,2016
12987,40000,32567,Tacoma, WA,KMHD35LH2GU287671,Hyundai,Elantra,2016
14747,30000,24041,New York, NY,KMHD35LH7HU352080,Hyundai,Elantra,2017
15347,30000,16843,New York, NY,KMHD35LH2HU376612,Hyundai,Elantra,2017
14896,30000,6422,Highland Park, IL,KMHD35LH5HU377267,Hyundai,Elantra,2017
13410,40000,25523,New Braunfels, TX,KMHD35LH1GU324483,Hyundai,Elantra,2016
15347,30000,16956,Sandy, UT,KMHD35LH4HU365028,Hyundai,Elantra,2017
13990,60000,21695,Wilmington, NC,KMHDH6AH0EU024215,Hyundai,Elantra,2014
15347,30000,16968,San Mateo, CA,KMHD35LH8HU364500,Hyundai,Elantra,2017
15347,30000,17062,Victorville, CA,KMHD35LH4HU364798,Hyundai,Elantra,2017
15347,30000,17076,Livermore, CA,KMHD35LH6HU365189,Hyundai,Elantra,2017
10990,70000,31647,Huntington Beach, CA,KMHD35LE2DU089819,Hyundai,Elantra,2013
15347,30000,17201,Charlottesville, VA,KMHD35LH3HU350357,Hyundai,Elantra,2017
15347,30000,17244,New York, NY,KMHD35LH8HU376663,Hyundai,Elantra,2017
15347,30000,17264,Victorville, CA,KMHD35LH7HU364407,Hyundai,Elantra,2017
15347,30000,17285,San Mateo, CA,KMHD35LH1HU364712,Hyundai,Elantra,2017
15300,30000,10316,Hickory, NC,KMHD35LH5HU377317,Hyundai,Elantra,2017
14747,30000,24554,Toledo, OH,KMHD35LHXHU357614,Hyundai,Elantra,2017
14476,40000,14202,Portland, OR,KMHD35LH0GU299074,Hyundai,Elantra,2016
13969,30000,16372,Grapevine, TX,KMHD35LH6HU363720,Hyundai,Elantra,2017
12078,70000,41422,Little Rock, AR,KMHDH6AE8DU009451,Hyundai,Elantra,2013
14795,40000,8741,Chesapeake, VA,KMHD35LHXGU321081,Hyundai,Elantra,2016
14747,30000,24732,Columbus, OH,KMHD35LH9HU352002,Hyundai,Elantra,2017
15347,30000,17531,Fort Lauderdale, FL,KMHD35LH3HU357597,Hyundai,Elantra,2017
14747,30000,24796,Waldorf, MD,KMHD35LH8HU352069,Hyundai,Elantra,2017
11995,40000,29692,Bethlehem, PA,KMHD35LH3GU300475,Hyundai,Elantra,2016
10766,60000,37135,Groton, CT,KMHD35LH0EU231287,Hyundai,Elantra,2014
14747,30000,24821,Vero Beach, FL,KMHD35LH5HU357388,Hyundai,Elantra,2017
15347,30000,17796,Tampa, FL,KMHD35LH3HU357406,Hyundai,Elantra,2017
15347,30000,17801,Knightdale, NC,KMHD35LHXHU376602,Hyundai,Elantra,2017
9510,70000,50706,LaGrange, GA,KMHD35LEXDU026421,Hyundai,Elantra,2013
14873,40000,10778,Dover, DE,KMHD35LH7GU306456,Hyundai,Elantra,2016
15347,30000,17914,Fort Worth, TX,KMHD35LH1HU364404,Hyundai,Elantra,2017
12995,60000,15828,Winter Park, FL,KMHD35LH5EU209365,Hyundai,Elantra,2014
15347,30000,17958,Fort Lauderdale, FL,KMHD35LH3HU357325,Hyundai,Elantra,2017
15347,30000,18063,Vero Beach, FL,KMHD35LH0HU352566,Hyundai,Elantra,2017
11490,40000,39819,Broken Arrow, OK,KMHD35LH0GU269881,Hyundai,Elantra,2016
14999,30000,2726,Tempe, AZ,KMHD35LH8HU370166,Hyundai,Elantra,2017
14900,30000,13787,Norwich, CT,KMHD35LH5HU376247,Hyundai,Elantra,2017
13995,40000,18068,Houston, TX,KMHD35LH0GU303060,Hyundai,Elantra,2016
13554,40000,19904,East Brunswick, NJ,KMHD35LH0GU323793,Hyundai,Elantra,2016
9980,40000,54687,Pacoima, CA,KMHD35LHXGU321324,Hyundai,Elantra,2016
15347,30000,18345,Vero Beach, FL,KMHD35LH8HU356980,Hyundai,Elantra,2017
12500,40000,35405,Tampa, FL,KMHD35LH3GU255912,Hyundai,Elantra,2016
13666,60000,29927,MONMOUTH JUNCTION, NJ,KMHDH6AH7EU024471,Hyundai,Elantra,2014
8499,70000,80725,Mesa, AZ,KMHDH6AE4DU004425,Hyundai,Elantra,2013
15347,30000,18476,Lawrenceville, GA,KMHD35LH4HU377003,Hyundai,Elantra,2017
7995,60000,61632,Apollo Beach, FL,KMHD35LH6EU170754,Hyundai,Elantra,2014
14990,30000,3281,Wilmington, NC,KMHD35LH7HU358865,Hyundai,Elantra,2017
11000,40000,42736,Olive Branch, MS,KMHD35LH4GU252422,Hyundai,Elantra,2016
15347,30000,18648,San Mateo, CA,KMHD35LHXHU365910,Hyundai,Elantra,2017
15347,30000,18707,Lawrenceville, GA,KMHD35LH4HU376692,Hyundai,Elantra,2017
15347,30000,18901,Vero Beach, FL,KMHD35LH4HU357253,Hyundai,Elantra,2017
10990,40000,43156,Miami, FL,KMHD35LH1GU256573,Hyundai,Elantra,2016
10799,40000,46051,Schaumburg, IL,KMHD35LH1GU284275,Hyundai,Elantra,2016
12995,40000,19038,Charlotte, NC,KMHD35LH0GU313961,Hyundai,Elantra,2016
15347,30000,19005,Victorville, CA,KMHD35LH0HU365981,Hyundai,Elantra,2017
15347,30000,19018,Miami, FL,KMHD35LH9HU357314,Hyundai,Elantra,2017
15347,30000,19029,Escondido, CA,KMHD35LH4HU364395,Hyundai,Elantra,2017
15347,30000,19062,Toledo, OH,KMHD35LH0HU357539,Hyundai,Elantra,2017
11999,40000,36472,Tulsa, OK,KMHD35LH3GU291549,Hyundai,Elantra,2016
15347,30000,19080,Fort Lauderdale, FL,KMHD35LH8HU352511,Hyundai,Elantra,2017
12999,60000,35757,Feasterville, PA,KMHDH6AH5EU026395,Hyundai,Elantra,2014
15347,30000,19102,Victorville, CA,KMHD35LH6HU364446,Hyundai,Elantra,2017
15347,30000,19138,Woburn, MA,KMHD35LH2HU357266,Hyundai,Elantra,2017
13140,60000,43999,Lee's Summit, MO,KMHDH6AH2EU026967,Hyundai,Elantra,2014
12899,60000,47029,Tallahassee, FL,KMHDH6AH1EU024983,Hyundai,Elantra,2014
15347,30000,19335,Escondido, CA,KMHD35LH8HU364609,Hyundai,Elantra,2017
15347,30000,19381,Jacksonville, FL,KMHD35LHXHU357449,Hyundai,Elantra,2017
13249,40000,32364,Whitesboro, TX,KMHD35LH8GU270647,Hyundai,Elantra,2016
11999,60000,30854,Matthews, NC,KMHD35LH2EU234367,Hyundai,Elantra,2014
15347,30000,19588,Victorville, CA,KMHD35LH0HU364992,Hyundai,Elantra,2017
14693,60000,24300,Macon, GA,KMHDH6AH3EU029263,Hyundai,Elantra,2014
15347,30000,19625,Escondido, CA,KMHD35LH3HU350102,Hyundai,Elantra,2017
15347,30000,19714,Greenwood, IN,KMHD35LH6HU350272,Hyundai,Elantra,2017
15347,30000,19801,Jacksonville, FL,KMHD35LH3HU352447,Hyundai,Elantra,2017
14289,30000,12900,Dallas, TX,KMHD35LH1HU377394,Hyundai,Elantra,2017
12490,30000,47884,Roswell, GA,KMHD35LH2HU357428,Hyundai,Elantra,2017
10846,70000,62710,Hackettstown, NJ,KMHDH6AE3DU016369,Hyundai,Elantra,2013
14989,30000,13490,Downers Grove, IL,KMHD35LH7HU377447,Hyundai,Elantra,2017
12095,60000,47612,Owings Mills, MD,KMHDH6AH3EU025536,Hyundai,Elantra,2014
14999,40000,5821,Ogden, UT,KMHD35LH2GU297777,Hyundai,Elantra,2016
10995,70000,68736,Sea Girt, NJ,KMHDH6AE8DU014925,Hyundai,Elantra,2013
9998,70000,74167,Keene, NH,KMHDH6AE4DU004652,Hyundai,Elantra,2013
12230,70000,33565,Philadelphia, PA,KMHDH6AE6DU011389,Hyundai,Elantra,2013
12490,30000,48329,Roswell, GA,KMHD35LH3HU353257,Hyundai,Elantra,2017
11500,40000,38524,Covington, TN,KMHD35LH7GU253175,Hyundai,Elantra,2016
14285,30000,23465,Wichita Falls, TX,KMHD35LHXHU350100,Hyundai,Elantra,2017
11500,40000,38806,West Palm Beach, FL,KMHD35LH9GU255722,Hyundai,Elantra,2016
11994,50000,32677,Gainesville, FL,KMHD35LH1FU242168,Hyundai,Elantra,2015
13500,40000,14775,Lawrenceburg, KY,KMHD35LH3GU287341,Hyundai,Elantra,2016
14489,30000,27151,Alexandria, VA,KMHD35LH1HU372986,Hyundai,Elantra,2017
12485,60000,28683,Fayetteville, NC,KMHD35LH6EU230726,Hyundai,Elantra,2014
14991,40000,14459,Billings, MT,KMHD35LH7GU277010,Hyundai,Elantra,2016
12789,40000,23505,Modesto, CA,KMHD35LH5GU263378,Hyundai,Elantra,2016
12828,40000,40568,Anaheim, CA,KMHD35LH3GU304672,Hyundai,Elantra,2016
11995,40000,43030,Burlington, KS,KMHD35LH3GU252945,Hyundai,Elantra,2016
12685,40000,42369,Anaheim, CA,KMHD35LH4GU268457,Hyundai,Elantra,2016
12944,40000,31672,Northampton, MA,KMHD35LH8GU299355,Hyundai,Elantra,2016
13977,40000,24916,Round Rock, TX,KMHD35LH6GU287589,Hyundai,Elantra,2016
11721,30000,53123,Houston, TX,KMHD35LH2HU364301,Hyundai,Elantra,2017
14000,40000,19370,Nicholasville, KY,KMHD35LH9GU306104,Hyundai,Elantra,2016
13500,40000,25403,Denville, NJ,KMHD35LH6GU270243,Hyundai,Elantra,2016
14988,40000,7547,Los Angeles, CA,KMHD35LH6GU334605,Hyundai,Elantra,2016
11998,40000,41041,Ewing, NJ,KMHD35LH1GU282834,Hyundai,Elantra,2016
13750,60000,23644,Centennial, CO,KMHD35LH4EU198214,Hyundai,Elantra,2014
10690,60000,32624,South Easton, MA,KMHD35LH4EU195894,Hyundai,Elantra,2014
12577,50000,38548,Las Vegas, NV,KMHD35LH5FU248720,Hyundai,Elantra,2015
12700,60000,25452,Arlington, TX,KMHD35LH0EU200346,Hyundai,Elantra,2014
13500,40000,16405,Charlotte, NC,KMHD35LH8GU326862,Hyundai,Elantra,2016
8995,70000,44900,Manassas, VA,KMHD35LE9DU136358,Hyundai,Elantra,2013
15000,60000,6399,Louisville, KY,KMHD35LH6EU219452,Hyundai,Elantra,2014
9497,70000,40136,Freehold, NJ,KMHD35LE0DU108318,Hyundai,Elantra,2013
13000,30000,32430,Athens, OH,KMHD35LH1HU351846,Hyundai,Elantra,2017
11947,70000,26725,Surprise, AZ,KMHD35LE7DU108722,Hyundai,Elantra,2013
12499,70000,50359,Englewood, CO,KMHDH6AE7DU010378,Hyundai,Elantra,2013
12405,50000,21509,Nashville, TN,KMHD35LH5FU250435,Hyundai,Elantra,2015
8990,70000,45506,Canton, MA,KMHD35LE9DU082415,Hyundai,Elantra,2013
10777,60000,42446,Norwich, CT,KMHD35LH8EU172294,Hyundai,Elantra,2014
13998,40000,20987,San Antonio, TX,KMHD35LHXGU319685,Hyundai,Elantra,2016
12798,40000,43205,Anaheim, CA,KMHD35LH1GU264334,Hyundai,Elantra,2016
14139,40000,19540,Longview, TX,KMHD35LH9GU324618,Hyundai,Elantra,2016
11995,70000,16799,Bradenton, FL,KMHD35LEXDU130794,Hyundai,Elantra,2013
14942,30000,9442,Bonham, TX,KMHD35LH4HU377275,Hyundai,Elantra,2017
13592,40000,26199,Cocoa, FL,KMHD35LH9GU275727,Hyundai,Elantra,2016
13200,60000,14550,Chicago, IL,KMHD35LH3EU209316,Hyundai,Elantra,2014
14097,40000,10584,Pelham, AL,KMHD35LH4GU321433,Hyundai,Elantra,2016
12495,70000,17580,St. Augustine, FL,KMHD35LE6DU085384,Hyundai,Elantra,2013
13994,30000,36195,Alexandria, VA,KMHD35LHXHU372971,Hyundai,Elantra,2017
11989,40000,36078,Modesto, CA,KMHD35LH4GU300579,Hyundai,Elantra,2016
8499,70000,62161,West Springfield, MA,KMHD35LE7DU152932,Hyundai,Elantra,2013
14616,40000,20874,Auburn, WA,KMHD35LH7GU312385,Hyundai,Elantra,2016
10799,70000,24792,Bedford, OH,KMHD35LE8DU109068,Hyundai,Elantra,2013
11874,40000,37842,Raleigh, NC,KMHD35LH7GU291814,Hyundai,Elantra,2016
11388,60000,26518,Duluth, GA,KMHD35LHXEU229692,Hyundai,Elantra,2014
13999,40000,22213,Hagerstown, MD,KMHD35LHXGU274814,Hyundai,Elantra,2016
11795,40000,46376,Torrance, CA,KMHD35LH5GU255278,Hyundai,Elantra,2016
8990,60000,60367,Morrow, GA,KMHD35LH3EU185096,Hyundai,Elantra,2014
12882,40000,35717,Tucson, AZ,KMHD35LH3GU251875,Hyundai,Elantra,2016
11696,60000,40340,San Jose, CA,KMHD35LH5EU198416,Hyundai,Elantra,2014
15964,40000,2275,Wichita, KS,KMHD35LH6GU342414,Hyundai,Elantra,2016
10680,70000,52509,Killeen, TX,KMHD35LE1DU073241,Hyundai,Elantra,2013
8490,70000,102058,St. Peters, MO,KMHDH6AE5DU004076,Hyundai,Elantra,2013
13500,60000,30077,Centennial, CO,KMHD35LH6EU227972,Hyundai,Elantra,2014
10965,60000,45746,Fredericksburg, VA,KMHD35LH8EU170917,Hyundai,Elantra,2014
11995,70000,12045,Hialeah, FL,KMHD35LE6DU091010,Hyundai,Elantra,2013
11777,70000,48605,El Cajon, CA,KMHDH6AE0DU013493,Hyundai,Elantra,2013
14288,40000,19506,Hillsboro, OR,KMHD35LH5GU258598,Hyundai,Elantra,2016
12095,40000,44385,Torrance, CA,KMHD35LH4GU269091,Hyundai,Elantra,2016
12988,40000,33899,Denton, TX,KMHD35LH8GU305039,Hyundai,Elantra,2016
12800,70000,36793,Columbia, KY,KMHDH6AE8DU010180,Hyundai,Elantra,2013
10900,60000,35080,Homestead, FL,KMHD35LH1EU218435,Hyundai,Elantra,2014
13497,40000,21109,San Diego, CA,KMHD35LH3GU309399,Hyundai,Elantra,2016
15995,30000,17941,San Antonio, TX,KMHD35LH0HU349926,Hyundai,Elantra,2017
12786,40000,41695,Orlando, FL,KMHD35LH3GU291714,Hyundai,Elantra,2016
9985,70000,47116,Nashville, TN,KMHD35LE8DU149621,Hyundai,Elantra,2013
14300,40000,21425,New Haven, CT,KMHD35LH3GU313792,Hyundai,Elantra,2016
14742,30000,15646,Bonham, TX,KMHD35LH6HU377505,Hyundai,Elantra,2017
9993,70000,42484,Downers Grove, IL,KMHD35LE4DU117801,Hyundai,Elantra,2013
11395,70000,54902,Mesa, AZ,KMHDH6AE0DU010528,Hyundai,Elantra,2013
15946,30000,7372,North Aurora, IL,KMHD35LH7HU377514,Hyundai,Elantra,2017
11495,40000,46230,Miami, FL,KMHD35LH6GU253071,Hyundai,Elantra,2016
12999,60000,20778,Freehold, NJ,KMHD35LH8EU171551,Hyundai,Elantra,2014
8735,70000,72024,Holiday, FL,KMHD35LE5DU088034,Hyundai,Elantra,2013
13445,40000,25963,Burlington, NJ,KMHD35LH0GU268293,Hyundai,Elantra,2016
12000,60000,61976,Arlington, TX,KMHDH6AH1EU026202,Hyundai,Elantra,2014
13900,40000,17632,Wallingford, CT,KMHD35LH3GU287808,Hyundai,Elantra,2016
12988,40000,48122,Wichita Falls, TX,KMHD35LHXGU284548,Hyundai,Elantra,2016
12498,70000,29384,Marysville, WA,KMHD35LEXDU109573,Hyundai,Elantra,2013
10500,70000,53068,Crestview, FL,KMHD35LE9DU068112,Hyundai,Elantra,2013
7500,70000,103000,ESCONDIDO, CA,KMHDH6AE6DU020643,Hyundai,Elantra,2013
11988,60000,23822,Fredericksburg, VA,KMHD35LHXEU172166,Hyundai,Elantra,2014
12989,40000,28998,Modesto, CA,KMHD35LH1GU316108,Hyundai,Elantra,2016
12250,40000,37930,Louisville, KY,KMHD35LH6GU317674,Hyundai,Elantra,2016
14853,30000,41411,Chesapeake, VA,KMHD35LH1HU373023,Hyundai,Elantra,2017
15849,30000,13133,Enfield, CT,KMHD35LH4HU373078,Hyundai,Elantra,2017
10593,60000,56898,Midwest City, OK,KMHD35LH2EU220744,Hyundai,Elantra,2014
10750,70000,69303,Columbia, SC,KMHDH6AE7DU004418,Hyundai,Elantra,2013
14233,40000,22425,Vancouver, WA,KMHD35LH4GU265137,Hyundai,Elantra,2016
11995,40000,41786,Westampton, NJ,KMHD35LH6GU256553,Hyundai,Elantra,2016
12500,40000,35763,San Diego, CA,KMHD35LH1GU252099,Hyundai,Elantra,2016
12800,40000,40764,Cedar Falls, IA,KMHD35LH6GU255337,Hyundai,Elantra,2016
10988,60000,50092,Davie, FL,KMHD35LH9EU172983,Hyundai,Elantra,2014
12990,70000,16325,Portland, OR,KMHD35LE8DU051642,Hyundai,Elantra,2013
12677,40000,44090,Kingman, AZ,KMHD35LH7GU265326,Hyundai,Elantra,2016
13999,40000,18374,Norwalk, CA,KMHD35LH1GU251955,Hyundai,Elantra,2016
11649,60000,27769,Bala Cynwyd, PA,KMHD35LH2EU165888,Hyundai,Elantra,2014
6496,70000,125940,TREVOSE, PA,KMHDH6AE3DU014914,Hyundai,Elantra,2013
11990,40000,42803,Miami, FL,KMHD35LH4GU291818,Hyundai,Elantra,2016
11999,40000,42882,Merced, CA,KMHD35LH2GU269171,Hyundai,Elantra,2016
